"ID","State","County","County_/City/Parish","Officials","RegisterLink","SOELink","CountyNumber"
"68","AK","Aleutians East","Borough","https://myvoterinformation.alaska.gov/","https://www.elections.alaska.gov/Core/voterregistration.php","https://myvoterinformation.alaska.gov/","2013"
"102","AK","Aleutians West","Census Area","https://myvoterinformation.alaska.gov/","https://www.elections.alaska.gov/Core/voterregistration.php","https://myvoterinformation.alaska.gov/","2016"
"69","AK","Anchorage","Municipality","https://myvoterinformation.alaska.gov/","https://www.elections.alaska.gov/Core/voterregistration.php","https://myvoterinformation.alaska.gov/","2020"
"103","AK","Bethel","Census Area","https://myvoterinformation.alaska.gov/","https://www.elections.alaska.gov/Core/voterregistration.php","https://myvoterinformation.alaska.gov/","2050"
"70","AK","Bristol Bay","Borough","https://myvoterinformation.alaska.gov/","https://www.elections.alaska.gov/Core/voterregistration.php","https://myvoterinformation.alaska.gov/","2060"
"71","AK","Denali","Borough","https://myvoterinformation.alaska.gov/","https://www.elections.alaska.gov/Core/voterregistration.php","https://myvoterinformation.alaska.gov/","2068"
"106","AK","Dillingham","Census Area","https://myvoterinformation.alaska.gov/","https://www.elections.alaska.gov/Core/voterregistration.php","https://myvoterinformation.alaska.gov/","2070"
"72","AK","Fairbanks North Star","Borough","https://myvoterinformation.alaska.gov/","https://www.elections.alaska.gov/Core/voterregistration.php","https://myvoterinformation.alaska.gov/","2090"
"73","AK","Haines","Borough","https://myvoterinformation.alaska.gov/","https://www.elections.alaska.gov/Core/voterregistration.php","https://myvoterinformation.alaska.gov/","2100"
"107","AK","Hoonah-Angoon","Census Area","https://myvoterinformation.alaska.gov/","https://www.elections.alaska.gov/Core/voterregistration.php","https://myvoterinformation.alaska.gov/","2105"
"74","AK","Juneau","City and Borough","https://myvoterinformation.alaska.gov/","https://www.elections.alaska.gov/Core/voterregistration.php","https://myvoterinformation.alaska.gov/","2110"
"75","AK","Kenai Peninsula","Borough","https://myvoterinformation.alaska.gov/","https://www.elections.alaska.gov/Core/voterregistration.php","https://myvoterinformation.alaska.gov/","2122"
"76","AK","Ketchikan Gateway","Borough","https://myvoterinformation.alaska.gov/","https://www.elections.alaska.gov/Core/voterregistration.php","https://myvoterinformation.alaska.gov/","2130"
"77","AK","Kodiak Island","Borough","https://myvoterinformation.alaska.gov/","https://www.elections.alaska.gov/Core/voterregistration.php","https://myvoterinformation.alaska.gov/","2150"
"78","AK","Lake and Peninsula","Borough","https://myvoterinformation.alaska.gov/","https://www.elections.alaska.gov/Core/voterregistration.php","https://myvoterinformation.alaska.gov/","2164"
"79","AK","Matanuska-Susitna","Borough","https://myvoterinformation.alaska.gov/","https://www.elections.alaska.gov/Core/voterregistration.php","https://myvoterinformation.alaska.gov/","2170"
"109","AK","Nome","Census Area","https://myvoterinformation.alaska.gov/","https://www.elections.alaska.gov/Core/voterregistration.php","https://myvoterinformation.alaska.gov/","2180"
"80","AK","North Slope","Borough","https://myvoterinformation.alaska.gov/","https://www.elections.alaska.gov/Core/voterregistration.php","https://myvoterinformation.alaska.gov/","2185"
"81","AK","Northwest Arctic","Borough","https://myvoterinformation.alaska.gov/","https://www.elections.alaska.gov/Core/voterregistration.php","https://myvoterinformation.alaska.gov/","2188"
"82","AK","Petersburg","Borough","https://myvoterinformation.alaska.gov/","https://www.elections.alaska.gov/Core/voterregistration.php","https://myvoterinformation.alaska.gov/","2195"
"110","AK","Prince of Wales-Hyder","Census Area","https://myvoterinformation.alaska.gov/","https://www.elections.alaska.gov/Core/voterregistration.php","https://myvoterinformation.alaska.gov/","2198"
"83","AK","Sitka","City and Borough","https://myvoterinformation.alaska.gov/","https://www.elections.alaska.gov/Core/voterregistration.php","https://myvoterinformation.alaska.gov/","2220"
"84","AK","Skagway","Municipality","https://myvoterinformation.alaska.gov/","https://www.elections.alaska.gov/Core/voterregistration.php","https://myvoterinformation.alaska.gov/","2230"
"111","AK","Southeast Fairbanks","Census Area","https://myvoterinformation.alaska.gov/","https://www.elections.alaska.gov/Core/voterregistration.php","https://myvoterinformation.alaska.gov/","2240"
"85","AK","Wrangell","City and Borough","https://myvoterinformation.alaska.gov/","https://www.elections.alaska.gov/Core/voterregistration.php","https://myvoterinformation.alaska.gov/","2275"
"86","AK","Yakutat","City and Borough","https://myvoterinformation.alaska.gov/","https://www.elections.alaska.gov/Core/voterregistration.php","https://myvoterinformation.alaska.gov/","2282"
"112","AK","Yukon-Koyukuk","Census Area","https://myvoterinformation.alaska.gov/","https://www.elections.alaska.gov/Core/voterregistration.php","https://myvoterinformation.alaska.gov/","2290"
"1","AL","Autauga","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1001"
"2","AL","Baldwin","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1003"
"3","AL","Barbour","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1005"
"4","AL","Bibb","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1007"
"5","AL","Blount","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1009"
"6","AL","Bullock","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1011"
"7","AL","Butler","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1013"
"8","AL","Calhoun","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1015"
"9","AL","Chambers","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1017"
"10","AL","Cherokee","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1019"
"11","AL","Chilton","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1021"
"12","AL","Choctaw","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1023"
"13","AL","Clarke","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1025"
"14","AL","Clay","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1027"
"15","AL","Cleburne","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1029"
"16","AL","Coffee","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1031"
"17","AL","Colbert","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1033"
"18","AL","Conecuh","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1035"
"19","AL","Coosa","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1037"
"20","AL","Covington","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1039"
"21","AL","Crenshaw","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1041"
"22","AL","Cullman","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1043"
"23","AL","Dale","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1045"
"24","AL","Dallas","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1047"
"25","AL","DeKalb","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1049"
"26","AL","Elmore","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1051"
"27","AL","Escambia","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1053"
"28","AL","Etowah","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1055"
"29","AL","Fayette","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1057"
"30","AL","Franklin","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1059"
"31","AL","Geneva","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1061"
"32","AL","Greene","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1063"
"33","AL","Hale","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1065"
"34","AL","Henry","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1067"
"35","AL","Houston","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1069"
"36","AL","Jackson","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1071"
"37","AL","Jefferson","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1073"
"38","AL","Lamar","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1075"
"39","AL","Lauderdale","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1077"
"40","AL","Lawrence","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1079"
"41","AL","Lee","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1081"
"42","AL","Limestone","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1083"
"43","AL","Lowndes","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1085"
"44","AL","Macon","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1087"
"45","AL","Madison","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1089"
"46","AL","Marengo","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1091"
"47","AL","Marion","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1093"
"48","AL","Marshall","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1095"
"49","AL","Mobile","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1097"
"50","AL","Monroe","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1099"
"51","AL","Montgomery","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1101"
"52","AL","Morgan","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1103"
"53","AL","Perry","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1105"
"54","AL","Pickens","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1107"
"55","AL","Pike","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1109"
"56","AL","Randolph","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1111"
"57","AL","Russell","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1113"
"59","AL","Shelby","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1117"
"58","AL","St. Clair","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1115"
"60","AL","Sumter","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1119"
"61","AL","Talladega","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1121"
"62","AL","Tallapoosa","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1123"
"63","AL","Tuscaloosa","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1125"
"64","AL","Walker","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1127"
"65","AL","Washington","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1129"
"66","AL","Wilcox","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1131"
"67","AL","Winston","County","https://myinfo.alabamavotes.gov/VoterView/RegistrantSearch.do","https://www.alabamainteractive.org/sos/voter_registration/voterRegistrationWelcome.action","https://www.sos.alabama.gov/alabama-votes/board-of-registrars-all-counties","1133"
"113","AR","Arkansas","County","https://www.voterview.ar-nova.org/voterview","https://www.dmv.org/ar-arkansas/voter-registration.php","https://www.sos.arkansas.gov/uploads/elections/Revised_County_Clerks_List.pdf","5001"
"114","AR","Ashley","County","https://www.voterview.ar-nova.org/voterview","https://www.dmv.org/ar-arkansas/voter-registration.php","https://www.sos.arkansas.gov/uploads/elections/Revised_County_Clerks_List.pdf","5003"
"115","AR","Baxter","County","https://www.voterview.ar-nova.org/voterview","https://www.dmv.org/ar-arkansas/voter-registration.php","https://www.sos.arkansas.gov/uploads/elections/Revised_County_Clerks_List.pdf","5005"
"116","AR","Benton","County","https://www.voterview.ar-nova.org/voterview","https://www.dmv.org/ar-arkansas/voter-registration.php","https://www.sos.arkansas.gov/uploads/elections/Revised_County_Clerks_List.pdf","5007"
"117","AR","Boone","County","https://www.voterview.ar-nova.org/voterview","https://www.dmv.org/ar-arkansas/voter-registration.php","https://www.sos.arkansas.gov/uploads/elections/Revised_County_Clerks_List.pdf","5009"
"118","AR","Bradley","County","https://www.voterview.ar-nova.org/voterview","https://www.dmv.org/ar-arkansas/voter-registration.php","https://www.sos.arkansas.gov/uploads/elections/Revised_County_Clerks_List.pdf","5011"
"119","AR","Calhoun","County","https://www.voterview.ar-nova.org/voterview","https://www.dmv.org/ar-arkansas/voter-registration.php","https://www.sos.arkansas.gov/uploads/elections/Revised_County_Clerks_List.pdf","5013"
"120","AR","Carroll","County","https://www.voterview.ar-nova.org/voterview","https://www.dmv.org/ar-arkansas/voter-registration.php","https://www.sos.arkansas.gov/uploads/elections/Revised_County_Clerks_List.pdf","5015"
"121","AR","Chicot","County","https://www.voterview.ar-nova.org/voterview","https://www.dmv.org/ar-arkansas/voter-registration.php","https://www.sos.arkansas.gov/uploads/elections/Revised_County_Clerks_List.pdf","5017"
"122","AR","Clark","County","https://www.voterview.ar-nova.org/voterview","https://www.dmv.org/ar-arkansas/voter-registration.php","https://www.sos.arkansas.gov/uploads/elections/Revised_County_Clerks_List.pdf","5019"
"123","AR","Clay","County","https://www.voterview.ar-nova.org/voterview","https://www.dmv.org/ar-arkansas/voter-registration.php","https://www.sos.arkansas.gov/uploads/elections/Revised_County_Clerks_List.pdf","5021"
"124","AR","Cleburne","County","https://www.voterview.ar-nova.org/voterview","https://www.dmv.org/ar-arkansas/voter-registration.php","https://www.sos.arkansas.gov/uploads/elections/Revised_County_Clerks_List.pdf","5023"
"125","AR","Cleveland","County","https://www.voterview.ar-nova.org/voterview","https://www.dmv.org/ar-arkansas/voter-registration.php","https://www.sos.arkansas.gov/uploads/elections/Revised_County_Clerks_List.pdf","5025"
"126","AR","Columbia","County","https://www.voterview.ar-nova.org/voterview","https://www.dmv.org/ar-arkansas/voter-registration.php","https://www.sos.arkansas.gov/uploads/elections/Revised_County_Clerks_List.pdf","5027"
"127","AR","Conway","County","https://www.voterview.ar-nova.org/voterview","https://www.dmv.org/ar-arkansas/voter-registration.php","https://www.sos.arkansas.gov/uploads/elections/Revised_County_Clerks_List.pdf","5029"
"128","AR","Craighead","County","https://www.voterview.ar-nova.org/voterview","https://www.dmv.org/ar-arkansas/voter-registration.php","https://www.sos.arkansas.gov/uploads/elections/Revised_County_Clerks_List.pdf","5031"
"129","AR","Crawford","County","https://www.voterview.ar-nova.org/voterview","https://www.dmv.org/ar-arkansas/voter-registration.php","https://www.sos.arkansas.gov/uploads/elections/Revised_County_Clerks_List.pdf","5033"
"130","AR","Crittenden","County","https://www.voterview.ar-nova.org/voterview","https://www.dmv.org/ar-arkansas/voter-registration.php","https://www.sos.arkansas.gov/uploads/elections/Revised_County_Clerks_List.pdf","5035"
"131","AR","Cross","County","https://www.voterview.ar-nova.org/voterview","https://www.dmv.org/ar-arkansas/voter-registration.php","https://www.sos.arkansas.gov/uploads/elections/Revised_County_Clerks_List.pdf","5037"
"132","AR","Dallas","County","https://www.voterview.ar-nova.org/voterview","https://www.dmv.org/ar-arkansas/voter-registration.php","https://www.sos.arkansas.gov/uploads/elections/Revised_County_Clerks_List.pdf","5039"
"133","AR","Desha","County","https://www.voterview.ar-nova.org/voterview","https://www.dmv.org/ar-arkansas/voter-registration.php","https://www.sos.arkansas.gov/uploads/elections/Revised_County_Clerks_List.pdf","5041"
"134","AR","Drew","County","https://www.voterview.ar-nova.org/voterview","https://www.dmv.org/ar-arkansas/voter-registration.php","https://www.sos.arkansas.gov/uploads/elections/Revised_County_Clerks_List.pdf","5043"
"135","AR","Faulkner","County","https://www.voterview.ar-nova.org/voterview","https://www.dmv.org/ar-arkansas/voter-registration.php","https://www.sos.arkansas.gov/uploads/elections/Revised_County_Clerks_List.pdf","5045"
"136","AR","Franklin","County","https://www.voterview.ar-nova.org/voterview","https://www.dmv.org/ar-arkansas/voter-registration.php","https://www.sos.arkansas.gov/uploads/elections/Revised_County_Clerks_List.pdf","5047"
"137","AR","Fulton","County","https://www.voterview.ar-nova.org/voterview","https://www.dmv.org/ar-arkansas/voter-registration.php","https://www.sos.arkansas.gov/uploads/elections/Revised_County_Clerks_List.pdf","5049"
"138","AR","Garland","County","https://www.voterview.ar-nova.org/voterview","https://www.dmv.org/ar-arkansas/voter-registration.php","https://www.sos.arkansas.gov/uploads/elections/Revised_County_Clerks_List.pdf","5051"
"139","AR","Grant","County","https://www.voterview.ar-nova.org/voterview","https://www.dmv.org/ar-arkansas/voter-registration.php","https://www.sos.arkansas.gov/uploads/elections/Revised_County_Clerks_List.pdf","5053"
"140","AR","Greene","County","https://www.voterview.ar-nova.org/voterview","https://www.dmv.org/ar-arkansas/voter-registration.php","https://www.sos.arkansas.gov/uploads/elections/Revised_County_Clerks_List.pdf","5055"
"141","AR","Hempstead","County","https://www.voterview.ar-nova.org/voterview","https://www.dmv.org/ar-arkansas/voter-registration.php","https://www.sos.arkansas.gov/uploads/elections/Revised_County_Clerks_List.pdf","5057"
"142","AR","Hot Spring","County","https://www.voterview.ar-nova.org/voterview","https://www.dmv.org/ar-arkansas/voter-registration.php","https://www.sos.arkansas.gov/uploads/elections/Revised_County_Clerks_List.pdf","5059"
"143","AR","Howard","County","https://www.voterview.ar-nova.org/voterview","https://www.dmv.org/ar-arkansas/voter-registration.php","https://www.sos.arkansas.gov/uploads/elections/Revised_County_Clerks_List.pdf","5061"
"144","AR","Independence","County","https://www.voterview.ar-nova.org/voterview","https://www.dmv.org/ar-arkansas/voter-registration.php","https://www.sos.arkansas.gov/uploads/elections/Revised_County_Clerks_List.pdf","5063"
"145","AR","Izard","County","https://www.voterview.ar-nova.org/voterview","https://www.dmv.org/ar-arkansas/voter-registration.php","https://www.sos.arkansas.gov/uploads/elections/Revised_County_Clerks_List.pdf","5065"
"146","AR","Jackson","County","https://www.voterview.ar-nova.org/voterview","https://www.dmv.org/ar-arkansas/voter-registration.php","https://www.sos.arkansas.gov/uploads/elections/Revised_County_Clerks_List.pdf","5067"
"147","AR","Jefferson","County","https://www.voterview.ar-nova.org/voterview","https://www.dmv.org/ar-arkansas/voter-registration.php","https://www.sos.arkansas.gov/uploads/elections/Revised_County_Clerks_List.pdf","5069"
